category,file_id,format,width,height,category_name,label,file_path,local,name,description
daily,17475,png,32,32,日常_IDM,ALL,https://images.heaton.com.cn/download/675bdcdf0b03c6.88757383,library_images/daily/17475.png,open-book,An open white book on a dark background. Reading/study icon.
daily,17476,png,32,32,日常_IDM,ALL,https://images.heaton.com.cn/download/675bdcdf0b0436.27699895,library_images/daily/17476.png,bunny-face-2,A white rabbit face with pink accents on cyan. Cute bunny portrait.
daily,17477,png,32,32,日常_IDM,ALL,https://images.heaton.com.cn/download/675bdcdf0b0499.53447851,library_images/daily/17477.png,full-moon,A gray cratered full moon on a blue background. Night-sky icon.
daily,17478,png,32,32,日常_IDM,ALL,https://images.heaton.com.cn/download/675bdcdf0b0506.49977753,library_images/daily/17478.png,sleeping-cat,A black cat lying down/sleeping on a green background. Resting kitty.
daily,17479,png,32,32,日常_IDM,ALL,https://images.heaton.com.cn/download/675bdcdf0b05a4.15671502,library_images/daily/17479.png,white-cat-2,A white cat/creature with a face. Cute animal portrait.
daily,17480,png,32,32,日常_IDM,ALL,https://images.heaton.com.cn/download/675bdcdf0b0609.64808606,library_images/daily/17480.png,husky,A black-and-white husky/dog face. Canine portrait.
daily,17481,png,32,32,日常_IDM,ALL,https://images.heaton.com.cn/download/675bdcdf0b0675.81465344,library_images/daily/17481.png,gray-person,A simple gray humanoid figure on a blue background. Generic person icon.
daily,17482,png,32,32,日常_IDM,ALL,https://images.heaton.com.cn/download/675bdcdf0b06e1.04856409,library_images/daily/17482.png,bunny-carrot,A white rabbit with a carrot on a blue background. Easter/spring motif.
daily,17483,png,32,32,日常_IDM,ALL,https://images.heaton.com.cn/download/675bdcdf0b0746.35076862,library_images/daily/17483.png,green-dragon,A green dragon/dinosaur face with horns on a dark background. Mythical reptile.
daily,17484,png,32,32,日常_IDM,ALL,https://images.heaton.com.cn/download/675bdcdf0b07b3.95312928,library_images/daily/17484.png,green-dino,A green dinosaur/dragon creature on a gray background. Friendly reptile.
